1 gtr_params.txt tree.nwk 0.493485
1 HKY85_params.txt tree.nwk 0.396433
1 JC69_params.txt tree.nwk 0.000025
1 K80_params.txt tree.nwk 0.353549
1 F81_params.txt tree.nwk 0.000024
1 TN93_params.txt tree.nwk 0.401169
1 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.002929
1 gtr_params.txt Exon.c123-unpartitioned.tre 0.009985
1 gtr_params.txt TENT.25%.tre 0.429926
1 gtr_params.txt Exon.c1-unpartitioned.tre 0.000000
1 gtr_params.txt Exon.c12-unpartitioned.tre 0.000000
1 gtr_params.txt Exon.Homogenous.c123.tre 0.000001
1 gtr_params.txt Exon.c12-partitioned.tre 0.000000
1 gtr_params.txt Intron.Heterogenous.tre 0.001142
1 gtr_params.txt Exon.c123-partitioned.tre 0.003245
1 gtr_params.txt UCE.unpartitioned.tre 0.369920
1 gtr_params.txt Intron-unpartitioned.tre 0.113879
1 gtr_params.txt Exon.c3-unpartitioned.tre 0.013663
1 gtr_params.txt TENT.75%.tre 0.493524
1 gtr_params.txt Exon.c2-unpartitioned.tre 0.000000
1 gtr_params.txt WGT-Alternative.tre 0.497628
1 gtr_params.txt Exon.Homogenous.c12.tre 0.000000
1 gtr_params.txt TEIT.tre 0.000001
1 gtr_params.txt Intron.Homogenous.tre 0.136895
1 gtr_params.txt WGT-Best.tre 0.437486
1 gtr_params.txt TENT.tre 0.493485
1 gtr_params.txt Exon.Heterogenous.c12.tre 0.000000
1 gtr_params.txt TENT.50%.tre 0.454823
1 gtr_params.txt Exon.Amino_Acid.tre 0.104695
1 gtr_params.txt Exon.Heterogenous.c123.tre 0.000881
1 gtr_params.txt TENT+C3.tre 0.486772
1 gtr_params.txt TENT+outgroup.tre 0.492896
1 gtr_params.txt Intron-partitioned.tre 0.104548
2 gtr_params.txt tree.nwk 0.488339
2 HKY85_params.txt tree.nwk 0.372150
2 JC69_params.txt tree.nwk 0.000011
2 K80_params.txt tree.nwk 0.374300
2 F81_params.txt tree.nwk 0.000009
2 TN93_params.txt tree.nwk 0.383770
2 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.002298
2 gtr_params.txt Exon.c123-unpartitioned.tre 0.008746
2 gtr_params.txt TENT.25%.tre 0.476445
2 gtr_params.txt Exon.c1-unpartitioned.tre 0.000000
2 gtr_params.txt Exon.c12-unpartitioned.tre 0.000000
2 gtr_params.txt Exon.Homogenous.c123.tre 0.000001
2 gtr_params.txt Exon.c12-partitioned.tre 0.000000
2 gtr_params.txt Intron.Heterogenous.tre 0.002914
2 gtr_params.txt Exon.c123-partitioned.tre 0.002660
2 gtr_params.txt UCE.unpartitioned.tre 0.388442
2 gtr_params.txt Intron-unpartitioned.tre 0.168019
2 gtr_params.txt Exon.c3-unpartitioned.tre 0.026589
2 gtr_params.txt TENT.75%.tre 0.488229
2 gtr_params.txt Exon.c2-unpartitioned.tre 0.000000
2 gtr_params.txt WGT-Alternative.tre 0.483334
2 gtr_params.txt Exon.Homogenous.c12.tre 0.000000
2 gtr_params.txt TEIT.tre 0.000000
2 gtr_params.txt Intron.Homogenous.tre 0.215913
2 gtr_params.txt WGT-Best.tre 0.435685
2 gtr_params.txt TENT.tre 0.488339
2 gtr_params.txt Exon.Heterogenous.c12.tre 0.000000
2 gtr_params.txt TENT.50%.tre 0.480964
2 gtr_params.txt Exon.Amino_Acid.tre 0.131639
2 gtr_params.txt Exon.Heterogenous.c123.tre 0.002091
2 gtr_params.txt TENT+C3.tre 0.478478
2 gtr_params.txt TENT+outgroup.tre 0.488632
2 gtr_params.txt Intron-partitioned.tre 0.156894
3 gtr_params.txt tree.nwk 0.423089
3 HKY85_params.txt tree.nwk 0.325443
3 JC69_params.txt tree.nwk 0.000003
3 K80_params.txt tree.nwk 0.292159
3 F81_params.txt tree.nwk 0.000003
3 TN93_params.txt tree.nwk 0.332405
3 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.000696
3 gtr_params.txt Exon.c123-unpartitioned.tre 0.003640
3 gtr_params.txt TENT.25%.tre 0.405823
3 gtr_params.txt Exon.c1-unpartitioned.tre 0.000000
3 gtr_params.txt Exon.c12-unpartitioned.tre 0.000000
3 gtr_params.txt Exon.Homogenous.c123.tre 0.000000
3 gtr_params.txt Exon.c12-partitioned.tre 0.000000
3 gtr_params.txt Intron.Heterogenous.tre 0.002748
3 gtr_params.txt Exon.c123-partitioned.tre 0.000865
3 gtr_params.txt UCE.unpartitioned.tre 0.335114
3 gtr_params.txt Intron-unpartitioned.tre 0.142688
3 gtr_params.txt Exon.c3-unpartitioned.tre 0.021523
3 gtr_params.txt TENT.75%.tre 0.423351
3 gtr_params.txt Exon.c2-unpartitioned.tre 0.000000
3 gtr_params.txt WGT-Alternative.tre 0.409030
3 gtr_params.txt Exon.Homogenous.c12.tre 0.000000
